,Tab,SULFADOXINE - P,1682
500 mg,EC Tab,SULFASALAZINE,4150
500mg,Tab,SULFASALAZINE,1183
3 g/100 ml,Enema,SULFASALAZINE,1184
,Bulk,SULFUR (PRECIPITATED),1185
12.5MG,Cap,SUNITINIB MALATE,9988
25MG,Cap,SUNITINIB MALATE,9753
50MG,Cap,SUNITINIB MALATE,7804
0.5mg,Tab,TACROLIMUS,5804
0.5mg,Cap,TACROLIMUS,99997
1mg,Tab,TACROLIMUS,2083
1mg,Cap,TACROLIMUS,99998
5mg,Tab,TACROLIMUS,2084
20 mg,Tab,TAMOXIFEN,2465
10 mg,Tab,TAMOXIFEN (AS CITRATE),1193
,Bulk,TARTARIC ACID,1194
180 mg,Cap,TEMOZOLAMIDE,19413
20 mg,Tab,TEMOZOLAMIDE,7593
250 mg,Tab,TEMOZOLAMIDE,6100
140 mg,Cap,TEMOZOLAMIDE,19412
5 mg,Tab,TEMOZOLAMIDE,6637
2.5 mg/ml,Vial,TEMOZOLAMIDE,19416
5 mg,Cap,TEMOZOLAMIDE (TEMODAL),7384
250 mg,Cap,TEMOZOLAMIDE (TEMODAL),5950
20 mg,Cap,TEMOZOLAMIDE (TEMODAL),6532
100mg,Cap,TEMOZOLAMIDE (TEMODAL),5949
10 mg/ml (5 ml),Inj,TENIPOSIDE,1195
300mg,Tab,TENOFOVIR,13524
1%,Sol,TERBINAFINE,5188
1%,Top Cream,TERBINAFINE HCL,1196
250 mg,Scored Tab,TERBINAFINE (AS HCL),1197
,Sol For Nebulisation,TERBUTALIN,1687
0.5 mg/ml,Inj,TERBUTALIN SULFATE,1686
5 mg,Scored Tab,TERBUTALIN SULFATE,1198
60 mg,Scored Tab,TERFENADINE,1199
750MCG/3ML,VIAL,TERIPRATIDE,6027
100 mg/ml,Inj,TESTOSTERONE ENANTATE,1200
250 mg/ml,Inj,TESTOSTERONE ENANTATE,1201
40 mg,Cap,TESTOSTERONE UNDECANOATE,1941
250 IU,Inj,TETANUS IMMUNE GLOBULIN,1202
,Inj (Antitoxin),TETANUS ANTITOXIN EQUINE,1688
25 mg,Scored Tab,TETRABENAZINE,1203
1%,Inj,TETRACAINE HCL,1690
0.50%,Sterile Eye Drop,TETRACAINE HCL,1204
1 mg/ml,Inj,TETRACOSACTRIN,1205
250 mg,Cap,TETRACYCLINE HCL,1207
1%,Ophth Oint,TETRACYCLINE HCL,1206
3% (15 g),Top Oint,TETRACYCLINE HCL,1208
1 g,Bulk,TETRACYCLINE POMMADE -T*,60360
,,THALASSEMIA INSTRUMENT SET,66664
100 mg,Tab,THALIDOMIDE,4339
200 mg,Scored Tab,THEOPHILLINE,1210
100 mg,Tab,THEOPHILLINE,1691
120 mg,Syrup,THEOPHILLINE G.,1211
200 mg,Cap,THEOPHILLINE SR.,2203
200 mg,Tab,THEOPHILLINE SR.,1209
100 mg,Tab,THEOPHILLINE SR.,2403
500 mg,Chewable Tab,THIABENDAZOLE,1214
6.5 mg,Coated Tab,THIETHYL PERAZINE (AS OIMALEATE),1215
6.5 mg/ml,Inj (IM),THIETHYL PERAZINE (AS OIMALEATE),1216
40 mg,Tab,THIOGUANINE,1217
1 g,Inj,THIOPENTAL SODIUM,1218
500 mg,Inj,THIOPENTAL SODIUM,1219
10 mg,Coated Tab,THIORIDAZINE HCL,1220
100 mg,Coated Tab,THIORIDAZINE HCL,1221
25 mg,Coated Tab,THIORIDAZINE HCL,1222
5 mg,Cap,THIOTHIXENE,1223
10 u,Inj,THYROTROPIN,1693
1.1MG,VIAL,THYROTROPIN ALFA,16153
250 mg,Tab,TICLOPIDINE HCL,1225
3000 fccu,Tab,TILACTASE (LACTASE),1694
0.50%,Sterile Eye Drop,TIMOLOL (AS MALEATE),1226
0.018MG,CAP FOR INHAL,TIOTROPIUM,4189
250 mcg/ml (50 ml),Inj,TIROFIBAN HCL,8878
6.25 mg/25 ml,Vial,TIROFIBAN HCL,9776
,Bulk,TITANIUM DIOXIDE,1228
50 mg/ml (1.5 ml),Inj,TOBRAMYCIN,6668
10 mg/ml (2 ml),Inj,TOBRAMYCIN (AS SULFATE),2189
40 mg/ml (2 ml),Inj,TOBRAMYCIN (AS SULFATE),1229
10 mg,Inj,TOLAZOLINE HCL,1233
200 mg,Tab,TOLMETIN (AS SODIUM),1234
1%,Top Cream,TOLNAFTATE,1235
1%,Top Sol,TOLNAFTATE,1236
25 mg,Coated Tab,TOPIRAMATE,1885
100 mg,Coated Tab,TOPIRAMATE,1883
200 mg,Coated Tab,TOPIRAMATE,1884
50 mg,Tab,TOPIRAMATE,1886
50 mg/ml (1 ml),Inj,TRAMADOL HCL,2708
50 mg/ml (2 ml),Inj,TRAMADOL HCL,2013
250 mg,Cap,TRANEXAMIC ACID,1239
50 mg/ml (5 ml),Inj,TRANEXAMIC ACID,1240
100 mg/ml (10 ml),Inj,TRANEXAMIC ACID,2105
100 mg/ml (5 ml),Inj,TRANEXAMIC ACID,1238
500 mg,Scored Tab,TRANEXAMIC ACID,2106
10 mg,Tab,TRANYL CYPROMINE (AS SULFATE),1241
150,Vial,TRASTUZOMAB (HERCEPTIN),5283
440,Vial,TRASTUZOMAB (HERCEPTIN),2481
50 mg,Scored Fc Tab,TRAZODONE HCL,1242
,Bulk,TRETINOIN,1243
0.05% (15 g),Top Cream,TRETINOIN,1245
0.03%,Top Gel,TRETINOIN,1244
0.05%,Top Gel,TRETINOIN,1696
0.05% (15 ml),Sol,TRETINOIN,1246
1 g,Bulk,TRETINOIN CREAM -T*,60370
1 ml,Bulk,TRETINOIN LOTION -T*,60380
10MG,Cap,TRETINOIN,3431
40 mg/ml,Inj,TRIAMCINOLONE ACETONIDE,1247
0.10%,Oral Paste,TRIAMCINOLONE ACETONIDE,1250
0.1% (15 g),Top Cream,TRIAMCINOLONE ACETONIDE,1248
0.1% (15 g),Top Oint,TRIAMCINOLONE ACETONIDE,1249
(15 g),Top Oint,TRIAMCINOLONE N.N,1251
,Cream,TRIAMCINOLONE N.N*,2107
1 g,Bulk,TRIAMCINOLONE ACETONIDE CREAM -T*,60390
1 g,Bulk,TRIAMCINOLONE ACETONIDE POMMADE-T*,60400
1 g,Bulk,TRIAMCINOLONE N.N. POMMADE -T*,60410
,Tab,TRIAMTERENE - H,1252
,Bulk,TRICHLORO ACETIC ACID,60810
250 mg,Tab,TRICLABENDAZOLE,1697
1 mg,Coated Tab,TRIFLUO PERAZINE (AS 2HCL),1253
10 mg,Coated Tab,TRIFLUO PERAZINE (AS 2HCL),2191
2 mg,Coated Tab,TRIFLUO PERAZINE (AS 2HCL),1255
5 mg,Coated Tab,TRIFLUO PERAZINE (AS 2HCL),1256
1 mg/ml,Inj (IM),TRIFLUO PERAZINE (AS 2HCL),1254
1%,Sterile Eye Drop,TRIFLURIDINE,1257
5 mg,Scored Tab,TRIHEXYPHENIDYL HCL,1698
2 mg,Tab,TRIHEXYPHENIDYL HCL,1258
50 mg/ml (10 ml),Inj,TRIMETHAPHAN CAMSYLATE,1262
100 mg,Scored Tab,TRIMETHOPRIM,1263
100 mg,Scored Tab,TRIMIPRAMINE (AS MALEATE),1259
25 mg,Tab,TRIMIPRAMINE (AS MALEATE),1260
4%,Oral Drop,TRIMIPRAMINE (AS MALEATE),1261
,Vag Cream,TRIPLE SULFA,1264
,Vag Tab,TRIPLE SULFA,1265
100mg,Cap,TRIPTOPHAN 5-HYDROXY,13484
95.6 mcg (0.1 mg),Inj,TRIPTORELIN (AS ACETATE),15666
11.25 mg,Inj,TRIPTORELIN ( DIPHERELINE),14735
3.75 mg,Inj,TRIPTORELIN (AS ACETATE),1266
5 mg,Cap,TROPESETRON (AS HCL),1699
1 mg/ml (5 ml),Inj,TROPESETRON (AS HCL),1268
0.50%,Sterile Eye Drop,TROPICAMIDE,1267
1%,Sterile Eye Drop,TROPICAMIDE,1742
,Bulk,UREA,1269
75IU FSH,AMP,UROFOLLOTROPIN,1270
"250,000 iu",Inj,UROKINASE,1271
"75,000 iu",Inj,UROKINASE,1272
250 mg,Cap,URSODEOXYCHOLIC ACID,1736
300 mg,Cap,URSODEOXYCHOLIC ACID,2497
250 mg,Tab,URSODEOXYCHOLIC ACID,1273
300 mg,Tab,URSODEOXYCHOLIC ACID,12036
450 mg,Tab,VALGANCICLOVIR HCl,4768
400 mg,Vial,VALPROATE SODIUM,8396
100 mg/ml (10 ml),Inj,"VALPROATE SODIUM /ML,10ML",99960
100 mg/ml (3 ml),Inj,"VALPROATE SODIUM /ML,3ML",11367
100 mg/ml (5 ml),Inj,"VALPROATE SODIUM /ML,5ML",17568
200 mg,Ec Tab,VALPROATE SODUIM,1275
200 mg/5 ml (60 ml),Syrup,VALPROATE SODUIM,1724
200 mg/5 ml (120 ml),Syrup,VALPROATE SODUIM,7669
200 mg/5 ml (240 ml),Syrup,VALPROATE SODUIM,2805
300 mg,Cap Extended Release,VALPROATE SODUIM,99961
300 mg/5 ml,Syrup,VALPROATE SODUIM,8601
500 mg,EC Tab,VALPROATE SODUIM SR,1871
40 mg,Tab,VALSARTAN,9801
80 mg,Tab,VALSARTAN,5423
160 mg,Tab,VALSARTAN,5766
40 mg,Cap,VALSARTAN,7095
80 mg,Cap,VALSARTAN,5560
160 mg,Cap,VALSARTAN,5561
500 mg,Inj,VANCOMYCIN (AS HCL),1276
500 mg/6 ml (120ml),Susp,VANCOMYCIN (AS HCL),1703
250 mg,Cap,VANCOMYCIN (AS HCL),1702
,Bulk,VASELINE OFFICINAL,2661
20 pressor u/ml,Inj,VASOPRESSIN (OR LYPRESSIN),1277
40 mg,Coated Tab,VERAPAMIL HCL,1279
80 mg,Coated Tab,VERAPAMIL HCL,1706
5 mg/2 ml,Inj,VERAPAMIL HCL,1280
240 mg,Fc Tab,VERAPAMIL HCL SR,1278
1 cm,,VIBRIL,66663
10 mg,Inj,VINBLASTINE SULFATE,1283
1 mg/ml,Inj,VINCRISTINE,2194
1 mg,Inj Powder,VINCRISTINE,1284
5 mg,Inj Powder,VINDESINE SULFATE,1285
50 mg/5 ml,Vial,VINORELBINE (Navelbine),5006
20mg,Cap,VINORELBINE (Navelbine),13254
30mg,Cap,VINORELBINE (Navelbine),8133
10 mg/1 ml,Vial,VINORELBINE (Navelbine),5005
"25,000 u",Cap,VITAMIN A,1372
"25,000 u",Coated Chewable Tab,VITAMIN A,1287
"50,000 u",Cap,VITAMIN A,1371
"50,000 u",Coated Chewable Tab,VITAMIN A,1289
"50,000 u/ml (10 ml)",Oral Drop,VITAMIN A (RETINOL),1708
,Oral Drop,VITAMIN A+D,1290
100 mg,Scored Tab,VITAMIN B1 (THIAMINE HCL),1292
300 mg,Tab,VITAMIN B1 (THIAMINE HCL),1293
5 mg/ml (2 ml),Inj,VITAMIN B2 (RIBOFLAVIN),1709
50 mg/ml (2 ml),Inj,VITAMIN B6 (PYRIDOXINE HCL),1295
40 mg,Tab,VITAMIN B6 (PYRIDOXINE HCL),1297
150 mg/ml (2 ml),Inj,VITAMIN B6 (PYRIDOXINE HCL),1296
,Pearl,VITAMIN D3,1303
"50,000 u",Cap,VITAMIN D3 (COLECALCIFEROL),1304
"300,000 u",Inj,VITAMIN D3 (COLECALCIFEROL),1814
"600,000 u",Inj,VITAMIN D3 (COLECALCIFEROL),1302
"480,000 u",Sol,VITAMIN D3 (COLECALCIFEROL),282
"200,000 u",Sol,VITAMIN D3 (COLECALCIFEROL),281
10 mg,Fc Tab,VITAMIN K (PHYTONADIONE),1005
10 mg/ml,Inj,VITAMIN K (PHYTONADIONE),1003
1 mg/0.5 ml,Inj,VITAMIN K (PHYTONADIONE),1004
200mg,Tab,VORICONAZOL (VFEND),6382
200 mg,Vial,VORICONAZOL (VFEND),6383
50 mg,Tab,VORICONAZOL (VFEND),9604
,Bulk,WAGE CAPSUL FILLING,61070
,Bulk,WAGE COMP,61060
5 mg,Scored Tab,WARFARIN SODIUM,1309
2.5 mg,Scored Tab,WARFARIN SODIUM,2199
(2 ml),Inj,WATER,1310
(3 ml),Inj,WATER,1370
(5 ml),Inj,WATER (P),4770
,Bulk,WHITE WAX,1312
100 mg,Cap,ZIDOVUDINE,1314
250 mg,Cap,ZIDOVUDINE,1711
50 mg/5 ml,Syrup,ZIDOVUDINE,1712
300 mg,Cap,ZIDOVUDINE,5078
300 mg,Tab,ZIDOVUDINE,1775
,Bulk,ZINC OXIDE,1315
20% (30 g),Top Oint,ZINC OXIDE,1316
1 g,Bulk,ZINC OXIDE POMADE-T*,60420
,Bulk,ZINC SULFATE,1317
220 mg,Cap,ZINC SULFATE,1318
4 mg/5ml,Inj,ZOLEDRONIC ACID,12359
5 mg/ 100 ml,Solution for infusion,ZOLEDRONIC ACID,17397
4mg,"Inj Powder,for Solution",ZOLEDRONIC ACID,5883
